tender_id,po_id,award_date,vendor_id,employee_id,department,category,award_method,amount,n_bidders,approval_limit,invoice_id,invoice_date,payment_date
T00204,PO00204,2026-02-01,V0201,E0040,IT,Spare Parts,open_tender,15287.38,7,25000,INV00204,2026-03-09,2026-04-02
T00205,PO00205,2024-03-26,V0070,E0045,IT,Raw Materials,open_tender,500.0,6,25000,INV00205,2024-05-06,2024-06-27
T00206,PO00206,2024-08-22,V0169,E0014,IT,Security Services,open_tender,21355.77,5,25000,INV00206,2024-10-05,2024-11-23
T00207,PO00207,2024-01-02,V0103,E0048,Maintenance,Security Services,limited_tender,9586.91,2,100000,INV00207,2024-01-11,2024-02-15
T00208,PO00208,2024-07-05,V0108,E0039,Maintenance,Transport,open_tender,25000.0,4,100000,INV00208,2024-08-08,2024-09-19
T00209,PO00209,2024-05-27,V0239,E0040,IT,Transport,open_tender,4100.98,6,25000,INV00209,2024-07-04,2024-08-02
T00210,PO00210,2026-02-25,V0153,E0040,IT,Cleaning Services,open_tender,19859.1,3,25000,INV00210,2026-03-22,2026-04-08
T00211,PO00211,2025-08-13,V0057,E0027,Maintenance,Software Licenses,single_source,39077.99,1,100000,INV00211,2025-08-22,2025-09-06
T00212,PO00212,2026-04-20,V0252,E0001,R&D,Security Services,open_tender,92810.36,4,500000,INV00212,2026-05-05,2026-06-02
T00213,PO00213,2023-10-29,V0200,E0049,R&D,Office Supplies,open_tender,14162.99,6,500000,INV00213,2023-11-22,2023-12-19
T00214,PO00214,2023-11-05,V0070,E0029,Production,Raw Materials,open_tender,15352.3,3,25000,INV00214,2023-12-18,2024-01-11
T00215,PO00215,2025-03-03,V0127,E0006,IT,Software Licenses,open_tender,64728.33,7,500000,INV00215,2025-04-02,2025-05-14
T00216,PO00216,2025-08-07,V0086,E0047,Logistics,Cleaning Services,limited_tender,31030.3,2,25000,INV00216,2025-08-12,2025-09-16
T00217,PO00217,2025-06-01,V0009,E0049,R&D,Spare Parts,limited_tender,19402.45,2,500000,INV00217,2025-06-15,2025-07-23
T00218,PO00218,2025-11-21,V0194,E0023,Logistics,Construction,limited_tender,82000.0,2,25000,INV00218,2025-12-01,2026-01-06
T00219,PO00219,2025-12-28,V0100,E0040,IT,Transport,limited_tender,21824.11,3,25000,INV00219,2026-01-03,2026-01-28
T00220,PO00220,2024-03-01,V0034,E0018,Production,Cleaning Services,open_tender,6691.33,3,500000,INV00220,2024-03-15,2024-04-13
T00221,PO00221,2025-07-14,V0287,E0002,Maintenance,Spare Parts,single_source,11101.97,1,100000,INV00221,2025-07-27,2025-08-06
T00222,PO00222,2024-09-14,V0215,E0039,Maintenance,Security Services,open_tender,20935.11,5,100000,INV00222,2024-10-04,2024-10-18
T00223,PO00223,2025-01-06,V0065,E0022,Admin,Spare Parts,limited_tender,17225.75,2,100000,INV00223,2025-01-29,2025-03-29
T00224,PO00224,2026-04-03,V0226,E0051,Maintenance,Raw Materials,limited_tender,35795.75,2,25000,INV00224,2026-04-08,2026-05-10
T00225,PO00225,2025-01-16,V0277,E0049,R&D,Transport,single_source,17209.48,1,500000,INV00225,2025-02-25,2025-03-12
T00226,PO00226,2023-08-22,V0031,E0052,Production,Spare Parts,open_tender,78948.61,3,100000,INV00226,2023-09-14,2023-10-30
T00227,PO00227,2025-12-22,V0002,E0013,Logistics,Cleaning Services,open_tender,30096.28,3,100000,INV00227,2026-01-11,2026-02-03
T00228,PO00228,2025-09-18,V0242,E0001,R&D,Raw Materials,open_tender,61210.0,3,500000,INV00228,2025-10-18,2025-11-12
T00229,PO00229,2023-07-30,V0049,E0029,Production,Spare Parts,open_tender,6030.87,4,25000,INV00229,2023-08-11,2023-08-24
T00230,PO00230,2025-01-20,V0032,E0011,R&D,Software Licenses,open_tender,54223.4,3,500000,INV00230,2025-02-13,2025-02-25
T00231,PO00231,2024-10-11,V0088,E0036,Marketing,Software Licenses,single_source,31672.31,1,25000,INV00231,2024-10-18,2024-11-23
T00232,PO00232,2026-02-21,V0198,E0033,Facilities,Spare Parts,limited_tender,55752.98,2,500000,INV00232,2026-04-05,2026-05-15
T00234,PO00234,2024-06-29,V0005,E0003,Marketing,Consulting Services,open_tender,27665.87,4,25000,INV00234,2024-07-29,2024-09-20
T00235,PO00235,2024-09-06,V0152,E0010,Admin,Software Licenses,open_tender,33623.74,5,100000,INV00235,2024-10-11,2024-12-02
T00236,PO00236,2023-12-13,V0001,E0025,Logistics,Consulting Services,open_tender,115785.98,3,25000,INV00236,2024-01-14,2024-02-24
T00237,PO00237,2025-11-04,V0256,E0036,Marketing,Spare Parts,open_tender,1785.29,5,25000,INV00237,2025-11-26,2025-12-25
T00238,PO00238,2024-02-21,V0014,E0048,Maintenance,Construction,open_tender,281906.91,6,100000,INV00238,2024-03-02,2024-03-14
T00239,PO00239,2026-04-08,V0253,E0030,Logistics,Office Supplies,open_tender,2749.02,5,100000,INV00239,2026-04-14,2026-05-12
T00240,PO00240,2026-01-20,V0042,E0011,R&D,Transport,open_tender,6875.75,5,500000,INV00240,2026-02-13,2026-03-16
T00241,PO00241,2026-05-23,V0257,E0021,Production,Hardware,open_tender,7000.0,3,500000,INV00241,2026-06-22,2026-07-14
T00242,PO00242,2024-01-17,V0041,E0056,Marketing,Construction,limited_tender,78459.85,2,100000,INV00242,2024-01-30,2024-03-29
T00243,PO00243,2025-06-20,V0020,E0039,Maintenance,Cleaning Services,open_tender,5262.24,3,100000,INV00243,2025-06-27,2025-07-30
T00244,PO00244,2023-09-14,V0053,E0002,Maintenance,Software Licenses,open_tender,6256.67,3,100000,INV00244,2023-09-20,2023-11-03
T00245,PO00245,2024-04-19,V0201,E0016,Maintenance,Spare Parts,open_tender,12235.47,4,25000,INV00245,2024-05-07,2024-05-22
T00246,PO00246,2026-04-21,V0269,E0047,Logistics,Raw Materials,limited_tender,26251.67,3,25000,INV00246,2026-05-15,2026-06-16
T00247,PO00247,2026-02-26,V0142,E0050,Facilities,Hardware,limited_tender,14445.94,3,25000,INV00247,2026-03-09,2026-04-20
T00248,PO00248,2026-01-16,V0027,E0036,Marketing,Security Services,open_tender,29604.16,4,25000,INV00248,2026-02-23,2026-04-17
T00249,PO00249,2024-06-29,V0051,E0022,Admin,Consulting Services,open_tender,38199.67,5,100000,INV00249,2024-07-22,2024-08-20
T00250,PO00250,2025-03-11,V0009,E0025,Logistics,Spare Parts,open_tender,12741.76,4,25000,INV00250,2025-03-29,2025-04-19
T00251,PO00251,2024-06-06,V0121,E0012,Marketing,Raw Materials,limited_tender,110695.28,2,100000,INV00251,2024-07-19,2024-08-31
T00252,PO00252,2025-04-30,V0270,E0052,Production,Consulting Services,open_tender,51683.49,4,100000,INV00252,2025-05-11,2025-06-17
T00253,PO00253,2023-07-23,V0229,E0037,IT,Security Services,open_tender,5540.08,4,500000,INV00253,2023-08-19,2023-09-03
T00254,PO00254,2026-04-15,V0116,E0043,Admin,Construction,open_tender,297000.0,7,25000,INV00254,2026-04-26,2026-06-20
T00255,PO00255,2025-04-09,V0051,E0001,R&D,Consulting Services,open_tender,8621.67,3,500000,INV00255,2025-05-01,2025-06-23
T00256,PO00256,2025-01-08,V0293,E0018,Production,Cleaning Services,open_tender,4488.41,7,500000,INV00256,2025-01-31,2025-02-14
T00257,PO00257,2025-08-08,V0061,E0043,Admin,Cleaning Services,limited_tender,3829.5,3,25000,INV00257,2025-08-23,2025-09-05
T00258,PO00258,2023-10-15,V0093,E0036,Marketing,Spare Parts,open_tender,5036.53,7,25000,INV00258,2023-11-07,2023-12-19
T00259,PO00259,2023-09-12,V0022,E0039,Maintenance,Raw Materials,open_tender,126987.02,7,100000,INV00259,2023-09-30,2023-10-10
T00260,PO00260,2025-05-27,V0019,E0008,Marketing,Spare Parts,limited_tender,7779.71,2,25000,INV00260,2025-06-30,2025-07-22
T00261,PO00261,2024-04-22,V0070,E0026,Maintenance,Raw Materials,open_tender,39377.17,3,500000,INV00261,2024-04-28,2024-06-15
T00262,PO00262,2024-01-19,V0108,E0003,Marketing,Transport,open_tender,28402.41,5,25000,INV00262,2024-02-02,2024-03-30
T00263,PO00263,2025-06-24,V0013,E0016,Maintenance,Consulting Services,open_tender,37669.57,7,25000,INV00263,2025-07-08,2025-08-24
T00264,PO00264,2024-09-26,V0128,E0053,Admin,Consulting Services,open_tender,34000.0,6,500000,INV00264,2024-11-08,2024-11-19
T00265,PO00265,2026-03-08,V0061,E0058,Admin,Cleaning Services,open_tender,5148.17,7,25000,INV00265,2026-03-23,2026-04-07
T00266,PO00266,2023-12-28,V0071,E0013,Logistics,Transport,open_tender,63014.7,3,100000,INV00266,2024-01-06,2024-01-16
T00267,PO00267,2024-08-15,V0185,E0016,Maintenance,Transport,open_tender,12671.33,7,25000,INV00267,2024-09-16,2024-09-28
T00268,PO00268,2023-10-10,V0064,E0023,Logistics,Construction,limited_tender,72201.41,3,25000,INV00268,2023-10-18,2023-11-26
T00269,PO00269,2024-10-01,V0162,E0059,Facilities,Construction,open_tender,102449.19,6,25000,INV00269,2024-10-19,2024-12-12
T00270,PO00270,2024-07-07,V0216,E0050,Facilities,Hardware,open_tender,35847.18,4,25000,INV00270,2024-07-29,2024-08-09
T00271,PO00271,2025-04-05,V0092,E0049,R&D,Transport,open_tender,29955.5,4,500000,INV00271,2025-04-28,2025-06-01
T00272,PO00272,2024-10-21,V0159,E0007,IT,Office Supplies,open_tender,3554.67,6,100000,INV00272,2024-11-01,2024-11-30
T00273,PO00273,2023-07-23,V0087,E0050,Facilities,Construction,limited_tender,67000.0,3,25000,INV00273,2023-08-12,2023-09-03
T00274,PO00274,2023-12-01,V0161,E0016,Maintenance,Software Licenses,open_tender,6000.0,6,25000,INV00274,2023-12-06,2024-01-02
T00275,PO00275,2024-12-07,V0022,E0005,Maintenance,Raw Materials,open_tender,49926.95,6,25000,INV00275,2024-12-29,2025-02-24
T00276,PO00276,2024-12-13,V0221,E0040,IT,Construction,limited_tender,100344.77,2,25000,INV00276,2025-01-19,2025-03-15
T00277,PO00277,2023-09-12,V0172,E0058,Admin,Hardware,open_tender,115214.33,5,25000,INV00277,2023-10-02,2023-10-24
T00278,PO00278,2025-01-06,V0070,E0050,Facilities,Raw Materials,open_tender,21979.46,4,25000,INV00278,2025-02-10,2025-04-03
T00279,PO00279,2026-01-20,V0172,E0022,Admin,Hardware,limited_tender,19402.26,3,100000,INV00279,2026-02-25,2026-03-26
T00280,PO00280,2025-10-19,V0287,E0011,R&D,Spare Parts,open_tender,6779.47,6,500000,INV00280,2025-11-15,2026-01-03
T00281,PO00281,2025-01-08,V0077,E0058,Admin,Consulting Services,open_tender,11521.74,5,25000,INV00281,2025-02-21,2025-03-20
T00282,PO00282,2023-07-27,V0090,E0059,Facilities,Cleaning Services,limited_tender,15654.93,2,25000,INV00282,2023-08-14,2023-09-09
T00283,PO00283,2025-01-25,V0147,E0013,Logistics,Cleaning Services,open_tender,28922.34,4,100000,INV00283,2025-02-26,2025-04-25
T00284,PO00284,2024-10-24,V0153,E0003,Marketing,Cleaning Services,open_tender,21000.0,5,25000,INV00284,2024-11-23,2025-01-15
T00285,PO00285,2025-12-01,V0097,E0036,Marketing,Transport,open_tender,6972.6,7,25000,INV00285,2026-01-14,2026-02-23
T00286,PO00286,2023-08-22,V0114,E0045,IT,Software Licenses,open_tender,100912.94,6,25000,INV00286,2023-10-04,2023-11-15
T00287,PO00287,2026-05-18,V0154,E0004,Facilities,Cleaning Services,limited_tender,7266.44,3,25000,INV00287,2026-06-07,2026-08-05
T00288,PO00288,2024-05-14,V0065,E0035,Facilities,Spare Parts,open_tender,7075.4,7,500000,INV00288,2024-06-02,2024-07-26
T00289,PO00289,2025-12-17,V0163,E0021,Production,Spare Parts,single_source,24719.99,1,500000,INV00289,2025-12-23,2026-01-02
T00290,PO00290,2024-08-27,V0058,E0042,IT,Construction,single_source,84372.11,1,500000,INV00290,2024-10-01,2024-11-20
T00291,PO00291,2024-03-31,V0122,E0003,Marketing,Hardware,open_tender,11180.72,3,25000,INV00291,2024-04-25,2024-05-30
T00292,PO00292,2024-01-23,V0179,E0044,R&D,Raw Materials,single_source,53836.42,1,100000,INV00292,2024-02-18,2024-03-04
T00293,PO00293,2024-09-05,V0276,E0003,Marketing,Consulting Services,open_tender,25000.0,3,25000,INV00293,2024-10-08,2024-10-19
T00294,PO00294,2026-04-10,V0092,E0033,Facilities,Transport,single_source,81480.45,1,500000,INV00294,2026-05-04,2026-07-02
T00295,PO00295,2024-12-29,V0144,E0053,Admin,Cleaning Services,open_tender,3882.29,3,500000,INV00295,2025-01-28,2025-02-07
T00296,PO00296,2024-06-22,V0286,E0011,R&D,Office Supplies,open_tender,4063.73,3,500000,INV00296,2024-07-10,2024-09-07
T00297,PO00297,2024-05-31,V0094,E0025,Logistics,Hardware,open_tender,19712.03,3,25000,INV00297,2024-06-21,2024-07-07
T00298,PO00298,2023-07-16,V0144,E0048,Maintenance,Cleaning Services,single_source,8488.75,1,100000,INV00298,2023-08-18,2023-09-16
T00299,PO00299,2024-09-03,V0123,E0031,Admin,Consulting Services,open_tender,20239.78,6,500000,INV00299,2024-10-09,2024-11-23
T00300,PO00300,2024-05-07,V0071,E0034,Marketing,Transport,limited_tender,5662.89,3,500000,INV00300,2024-05-25,2024-07-16
T00301,PO00301,2026-04-15,V0163,E0003,Marketing,Spare Parts,open_tender,45325.21,4,25000,INV00301,2026-05-28,2026-06-29
T00302,PO00302,2025-03-22,V0192,E0041,Admin,Cleaning Services,limited_tender,18131.64,3,100000,INV00302,2025-04-30,2025-05-31
T00303,PO00303,2024-11-17,V0289,E0018,Production,Security Services,limited_tender,8084.22,3,500000,INV00303,2024-12-19,2025-01-14
T00304,PO00304,2024-02-14,V0051,E0042,IT,Consulting Services,open_tender,161645.79,6,500000,INV00304,2024-03-12,2024-03-28
T00305,PO00305,2025-06-20,V0132,E0009,Facilities,Security Services,open_tender,14826.84,5,500000,INV00305,2025-07-02,2025-07-18
T00306,PO00306,2025-04-03,V0260,E0000,Production,Raw Materials,single_source,30122.35,1,100000,INV00306,2025-04-21,2025-05-19
T00307,PO00307,2025-03-08,V0102,E0021,Production,Consulting Services,open_tender,35510.5,3,500000,INV00307,2025-04-08,2025-05-03
T00308,PO00308,2023-10-07,V0194,E0057,Production,Construction,limited_tender,29823.4,2,100000,INV00308,2023-10-26,2023-12-24
T00309,PO00309,2026-06-07,V0162,E0024,Production,Construction,open_tender,202421.78,5,25000,INV00309,2026-07-06,2026-08-07
T00310,PO00310,2025-11-03,V0033,E0011,R&D,Software Licenses,open_tender,28881.09,5,500000,INV00310,2025-12-17,2026-01-22
T00311,PO00311,2025-07-03,V0153,E0037,IT,Cleaning Services,limited_tender,14932.47,3,500000,INV00311,2025-08-09,2025-10-06
T00312,PO00312,2024-09-04,V0124,E0036,Marketing,Construction,open_tender,448582.49,5,25000,INV00312,2024-10-15,2024-11-01
T00313,PO00313,2024-04-17,V0215,E0003,Marketing,Security Services,limited_tender,8516.5,2,25000,INV00313,2024-05-26,2024-06-16
T00314,PO00314,2023-08-23,V0237,E0045,IT,Hardware,limited_tender,22435.97,3,25000,INV00314,2023-08-31,2023-10-26
T00315,PO00315,2025-05-17,V0135,E0007,IT,Raw Materials,open_tender,23389.52,5,100000,INV00315,2025-06-30,2025-08-25
T00316,PO00316,2025-03-03,V0260,E0028,Marketing,Raw Materials,open_tender,26066.13,5,25000,INV00316,2025-03-19,2025-05-01
T00317,PO00317,2025-02-14,V0281,E0019,IT,Consulting Services,open_tender,440000.0,3,500000,INV00317,2025-03-04,2025-03-18
T00318,PO00318,2026-05-26,V0273,E0053,Admin,Office Supplies,limited_tender,4843.75,3,500000,INV00318,2026-06-19,2026-07-10
T00319,PO00319,2023-09-27,V0210,E0003,Marketing,Raw Materials,open_tender,24362.01,4,25000,INV00319,2023-10-03,2023-10-26
T00320,PO00320,2024-07-28,V0230,E0008,Marketing,Hardware,limited_tender,14013.44,3,25000,INV00320,2024-09-03,2024-10-28
T00321,PO00321,2025-06-21,V0183,E0055,Marketing,Office Supplies,limited_tender,2595.85,3,500000,INV00321,2025-07-01,2025-08-10
T00322,PO00322,2024-02-04,V0299,E0022,Admin,Construction,open_tender,96000.0,7,100000,INV00322,2024-02-09,2024-03-27
T00323,PO00323,2024-05-18,V0275,E0030,Logistics,Consulting Services,open_tender,18388.04,5,100000,INV00323,2024-06-21,2024-07-11
T00324,PO00324,2024-12-17,V0068,E0005,Maintenance,Software Licenses,open_tender,6421.28,3,25000,INV00324,2024-12-29,2025-02-05
T00325,PO00325,2024-08-28,V0000,E0038,Production,Spare Parts,open_tender,36654.4,6,100000,INV00325,2024-10-07,2024-11-17
T00326,PO00326,2025-05-14,V0149,E0018,Production,Consulting Services,limited_tender,351000.0,3,500000,INV00326,2025-06-20,2025-07-29
T00327,PO00327,2025-12-09,V0042,E0054,Logistics,Transport,open_tender,14126.32,7,25000,INV00327,2026-01-01,2026-01-29
T00328,PO00328,2023-10-06,V0288,E0017,IT,Hardware,open_tender,19121.44,6,25000,INV00328,2023-10-15,2023-11-22
T00329,PO00329,2023-11-18,V0135,E0011,R&D,Raw Materials,open_tender,70507.85,5,500000,INV00329,2023-12-17,2024-02-10
T00330,PO00330,2024-05-15,V0064,E0021,Production,Construction,open_tender,38184.96,3,500000,INV00330,2024-05-27,2024-07-10
T00331,PO00331,2025-05-03,V0063,E0006,IT,Spare Parts,open_tender,1771.45,3,500000,INV00331,2025-05-28,2025-06-17
T00332,PO00332,2025-07-01,V0276,E0038,Production,Consulting Services,open_tender,157291.82,7,100000,INV00332,2025-07-17,2025-08-02
T00333,PO00333,2023-11-01,V0016,E0007,IT,Hardware,open_tender,43000.0,5,100000,INV00333,2023-12-02,2024-01-16
T00334,PO00334,2026-05-21,V0056,E0001,R&D,Cleaning Services,open_tender,9590.97,4,500000,INV00334,2026-06-10,2026-08-05
T00335,PO00335,2025-01-13,V0240,E0049,R&D,Hardware,limited_tender,50964.81,3,500000,INV00335,2025-02-03,2025-03-06
T00336,PO00336,2025-11-04,V0160,E0053,Admin,Hardware,limited_tender,27716.94,2,500000,INV00336,2025-12-14,2026-01-06
T00337,PO00337,2026-06-15,V0002,E0024,Production,Cleaning Services,open_tender,19998.85,5,25000,INV00337,2026-07-06,2026-08-03
T00338,PO00338,2023-10-05,V0155,E0006,IT,Spare Parts,open_tender,16951.64,3,500000,INV00338,2023-10-11,2023-11-13
T00339,PO00339,2026-06-04,V0249,E0003,Marketing,Raw Materials,open_tender,94324.47,4,25000,INV00339,2026-06-10,2026-07-28
T00340,PO00340,2025-11-22,V0119,E0025,Logistics,Software Licenses,limited_tender,36530.65,3,25000,INV00340,2025-12-27,2026-02-14
T00341,PO00341,2024-08-21,V0050,E0056,Marketing,Construction,open_tender,36957.4,5,100000,INV00341,2024-10-04,2024-11-16
T00342,PO00342,2024-05-23,V0164,E0022,Admin,Office Supplies,open_tender,2621.79,4,100000,INV00342,2024-06-20,2024-08-18
T00343,PO00343,2024-08-09,V0195,E0033,Facilities,Security Services,open_tender,7986.19,6,500000,INV00343,2024-09-14,2024-10-15
T00344,PO00344,2025-11-04,V0187,E0011,R&D,Transport,open_tender,9704.44,7,500000,INV00344,2025-12-05,2026-01-11
T00345,PO00345,2023-07-04,V0202,E0030,Logistics,Spare Parts,limited_tender,17464.93,3,100000,INV00345,2023-07-30,2023-08-18
T00346,PO00346,2025-09-27,V0156,E0054,Logistics,Transport,open_tender,15000.0,7,25000,INV00346,2025-10-12,2025-11-30
T00347,PO00347,2025-06-26,V0041,E0005,Maintenance,Construction,limited_tender,401589.86,3,25000,INV00347,2025-07-09,2025-07-31
T00348,PO00348,2024-07-31,V0207,E0022,Admin,Cleaning Services,limited_tender,9314.11,3,100000,INV00348,2024-09-02,2024-09-14
T00349,PO00349,2025-01-21,V0147,E0014,IT,Cleaning Services,open_tender,23728.33,3,25000,INV00349,2025-02-26,2025-03-08
T00350,PO00350,2025-08-14,V0166,E0033,Facilities,Raw Materials,single_source,27171.36,1,500000,INV00350,2025-09-13,2025-10-21
T00352,PO00352,2024-09-11,V0286,E0036,Marketing,Office Supplies,open_tender,8015.43,4,25000,INV00352,2024-09-26,2024-10-28
T00353,PO00353,2024-05-14,V0257,E0012,Marketing,Hardware,open_tender,28323.77,6,100000,INV00353,2024-05-28,2024-07-19
T00354,PO00354,2023-08-22,V0004,E0035,Facilities,Construction,open_tender,152620.57,6,500000,INV00354,2023-09-27,2023-11-15
T00355,PO00355,2024-11-13,V0191,E0017,IT,Raw Materials,limited_tender,3457.03,2,25000,INV00355,2024-12-24,2025-01-26
T00356,PO00356,2024-07-26,V0079,E0035,Facilities,Software Licenses,single_source,63966.93,1,500000,INV00356,2024-08-14,2024-09-18
T00357,PO00357,2026-04-29,V0171,E0057,Production,Raw Materials,limited_tender,37766.71,3,100000,INV00357,2026-06-12,2026-07-27
T00358,PO00358,2025-03-18,V0100,E0053,Admin,Transport,single_source,14719.77,1,500000,INV00358,2025-04-18,2025-05-01
T00359,PO00359,2025-11-16,V0160,E0050,Facilities,Hardware,open_tender,33779.82,3,25000,INV00359,2025-12-02,2025-12-18
T00360,PO00360,2024-02-15,V0163,E0012,Marketing,Spare Parts,open_tender,2085.05,4,100000,INV00360,2024-03-11,2024-05-08
T00361,PO00361,2025-12-08,V0011,E0039,Maintenance,Construction,limited_tender,547720.35,2,100000,INV00361,2026-01-09,2026-02-23
T00362,PO00362,2025-07-11,V0134,E0008,Marketing,Consulting Services,limited_tender,17817.05,3,25000,INV00362,2025-08-05,2025-09-08
T00363,PO00363,2024-09-27,V0202,E0031,Admin,Spare Parts,limited_tender,21820.91,3,500000,INV00363,2024-11-07,2024-12-17
T00364,PO00364,2026-01-12,V0271,E0046,R&D,Spare Parts,single_source,6810.06,1,25000,INV00364,2026-02-12,2026-03-20
T00365,PO00365,2023-08-11,V0152,E0003,Marketing,Software Licenses,open_tender,22032.39,4,25000,INV00365,2023-09-20,2023-10-20
T00366,PO00366,2023-10-02,V0178,E0050,Facilities,Software Licenses,single_source,77281.86,1,25000,INV00366,2023-11-03,2023-12-08
T00367,PO00367,2025-11-06,V0146,E0045,IT,Software Licenses,open_tender,24667.02,6,25000,INV00367,2025-11-30,2026-01-01
T00368,PO00368,2024-10-05,V0287,E0000,Production,Spare Parts,open_tender,34038.24,7,100000,INV00368,2024-11-16,2025-01-03
T00369,PO00369,2024-01-18,V0219,E0056,Marketing,Hardware,open_tender,24065.28,5,100000,INV00369,2024-02-13,2024-02-24
T00370,PO00370,2025-01-18,V0127,E0025,Logistics,Software Licenses,open_tender,5026.13,5,25000,INV00370,2025-03-03,2025-04-26
T00371,PO00371,2023-10-23,V0051,E0056,Marketing,Consulting Services,open_tender,321528.26,3,100000,INV00371,2023-11-07,2023-12-04
